"ccode1","ccode2","year","DR_at_1","DR_at_2","DE","version"
54,694,1990,0,0,0,2006.0999755859375
54,694,1995,0,0,0,2006.0999755859375
54,694,2000,0,0,0,2006.0999755859375
54,694,2005,0,0,0,2006.0999755859375
54,696,1980,0,0,0,2006.0999755859375
54,696,1985,0,0,0,2006.0999755859375
54,696,1990,0,0,0,2006.0999755859375
54,696,1995,0,0,0,2006.0999755859375
54,696,2000,0,0,0,2006.0999755859375
54,696,2005,0,0,0,2006.0999755859375
54,698,1980,0,0,0,2006.0999755859375
54,698,1985,0,0,0,2006.0999755859375
54,698,1990,0,0,0,2006.0999755859375
54,698,1995,0,0,0,2006.0999755859375
54,698,2000,0,0,0,2006.0999755859375
54,698,2005,0,0,0,2006.0999755859375
54,700,1980,0,0,0,2006.0999755859375
54,700,1985,0,0,0,2006.0999755859375
54,700,1990,0,0,0,2006.0999755859375
54,700,1995,0,0,0,2006.0999755859375
54,700,2000,0,0,0,2006.0999755859375
54,700,2005,0,0,0,2006.0999755859375
54,701,1995,0,0,0,2006.0999755859375
54,701,2000,0,0,0,2006.0999755859375
54,701,2005,0,0,0,2006.0999755859375
54,702,1995,0,0,0,2006.0999755859375
54,702,2000,0,0,0,2006.0999755859375
54,702,2005,0,0,0,2006.0999755859375
54,703,1995,0,0,0,2006.0999755859375
54,703,2000,0,0,0,2006.0999755859375
54,703,2005,0,0,0,2006.0999755859375
54,704,1995,0,0,0,2006.0999755859375
54,704,2000,0,0,0,2006.0999755859375
54,704,2005,0,0,0,2006.0999755859375
54,705,1995,0,0,0,2006.0999755859375
54,705,2000,0,0,0,2006.0999755859375
54,705,2005,0,0,0,2006.0999755859375
54,710,1980,0,0,0,2006.0999755859375
54,710,1985,0,0,0,2006.0999755859375
54,710,1990,0,0,0,2006.0999755859375
54,710,1995,0,0,0,2006.0999755859375
54,710,2000,0,0,0,2006.0999755859375
54,710,2005,3,3,1,2006.0999755859375
54,712,1980,0,0,0,2006.0999755859375
54,712,1985,0,0,0,2006.0999755859375
54,712,1990,0,0,0,2006.0999755859375
54,712,1995,0,0,0,2006.0999755859375
54,712,2000,0,0,0,2006.0999755859375
54,712,2005,0,0,0,2006.0999755859375
54,713,1980,0,0,0,2006.0999755859375
54,713,1985,0,0,0,2006.0999755859375
54,713,1990,1,0,1,2006.0999755859375
54,713,1995,1,0,1,2006.0999755859375
54,713,2000,1,0,1,2006.0999755859375
54,713,2005,0,0,0,2006.0999755859375
54,731,1980,0,0,0,2006.0999755859375
54,731,1985,0,0,0,2006.0999755859375
54,731,1990,0,0,0,2006.0999755859375
54,731,1995,0,0,0,2006.0999755859375
54,731,2000,0,0,0,2006.0999755859375
54,731,2005,0,0,0,2006.0999755859375
54,732,1980,0,0,0,2006.0999755859375
54,732,1985,0,0,0,2006.0999755859375
54,732,1990,0,0,0,2006.0999755859375
54,732,1995,0,0,0,2006.0999755859375
54,732,2000,0,0,0,2006.0999755859375
54,732,2005,0,0,0,2006.0999755859375
54,740,1980,0,0,0,2006.0999755859375
54,740,1985,0,0,0,2006.0999755859375
54,740,1990,0,0,0,2006.0999755859375
54,740,1995,0,0,0,2006.0999755859375
54,740,2000,0,0,0,2006.0999755859375
54,740,2005,0,0,0,2006.0999755859375
54,750,1980,0,0,0,2006.0999755859375
54,750,1985,0,0,0,2006.0999755859375
54,750,1990,0,0,0,2006.0999755859375
54,750,1995,0,0,0,2006.0999755859375
54,750,2000,0,0,0,2006.0999755859375
54,750,2005,0,0,0,2006.0999755859375
54,760,1980,0,0,0,2006.0999755859375
54,760,1985,0,0,0,2006.0999755859375
54,760,1990,0,0,0,2006.0999755859375
54,760,1995,0,0,0,2006.0999755859375
54,760,2000,0,0,0,2006.0999755859375
54,760,2005,0,0,0,2006.0999755859375
54,770,1980,0,0,0,2006.0999755859375
54,770,1985,0,0,0,2006.0999755859375
54,770,1990,0,0,0,2006.0999755859375
54,770,1995,0,0,0,2006.0999755859375
54,770,2000,0,0,0,2006.0999755859375
54,770,2005,0,0,0,2006.0999755859375
54,771,1980,0,0,0,2006.0999755859375
54,771,1985,0,0,0,2006.0999755859375
54,771,1990,0,0,0,2006.0999755859375
54,771,1995,0,0,0,2006.0999755859375
54,771,2000,0,0,0,2006.0999755859375
54,771,2005,0,0,0,2006.0999755859375
54,775,1980,0,0,0,2006.0999755859375
54,775,1985,0,0,0,2006.0999755859375
54,775,1990,0,0,0,2006.0999755859375
54,775,1995,0,0,0,2006.0999755859375
54,775,2000,0,0,0,2006.0999755859375
54,775,2005,0,0,0,2006.0999755859375
54,780,1980,0,0,0,2006.0999755859375
54,780,1985,0,0,0,2006.0999755859375
54,780,1990,0,0,0,2006.0999755859375
54,780,1995,0,0,0,2006.0999755859375
54,780,2000,0,0,0,2006.0999755859375
54,780,2005,0,0,0,2006.0999755859375
54,781,1980,0,0,0,2006.0999755859375
54,781,1985,0,0,0,2006.0999755859375
54,781,1990,0,0,0,2006.0999755859375
54,781,1995,0,0,0,2006.0999755859375
54,781,2000,0,0,0,2006.0999755859375
54,781,2005,0,0,0,2006.0999755859375
54,790,1980,0,0,0,2006.0999755859375
54,790,1985,0,0,0,2006.0999755859375
54,790,1990,0,0,0,2006.0999755859375
54,790,1995,0,0,0,2006.0999755859375
54,790,2000,0,0,0,2006.0999755859375
54,790,2005,0,0,0,2006.0999755859375
54,800,1980,0,0,0,2006.0999755859375
54,800,1985,0,0,0,2006.0999755859375
54,800,1990,0,0,0,2006.0999755859375
54,800,1995,0,0,0,2006.0999755859375
54,800,2000,0,0,0,2006.0999755859375
54,800,2005,0,0,0,2006.0999755859375
54,811,1980,0,0,0,2006.0999755859375
54,811,1985,0,0,0,2006.0999755859375
54,811,1990,0,0,0,2006.0999755859375
54,811,1995,0,0,0,2006.0999755859375
54,811,2000,0,0,0,2006.0999755859375
54,811,2005,0,0,0,2006.0999755859375
54,812,1980,0,0,0,2006.0999755859375
54,812,1985,0,0,0,2006.0999755859375
54,812,1990,0,0,0,2006.0999755859375
54,812,1995,0,0,0,2006.0999755859375
54,812,2000,0,0,0,2006.0999755859375
54,812,2005,0,0,0,2006.0999755859375
54,816,1980,0,0,0,2006.0999755859375
54,816,1985,0,0,0,2006.0999755859375
54,816,1990,0,0,0,2006.0999755859375
54,816,1995,0,0,0,2006.0999755859375
54,816,2000,0,0,0,2006.0999755859375
54,816,2005,0,0,0,2006.0999755859375
54,820,1980,0,0,0,2006.0999755859375
54,820,1985,0,0,0,2006.0999755859375
54,820,1990,0,0,0,2006.0999755859375
54,820,1995,0,0,0,2006.0999755859375
54,820,2000,0,0,0,2006.0999755859375
54,820,2005,0,0,0,2006.0999755859375
54,830,1980,0,0,0,2006.0999755859375
54,830,1985,0,0,0,2006.0999755859375
54,830,1990,0,0,0,2006.0999755859375
54,830,1995,0,0,0,2006.0999755859375
54,830,2000,0,0,0,2006.0999755859375
54,830,2005,0,0,0,2006.0999755859375
54,835,1985,0,0,0,2006.0999755859375
54,835,1990,0,0,0,2006.0999755859375
54,835,1995,0,0,0,2006.0999755859375
54,835,2000,0,0,0,2006.0999755859375
54,835,2005,0,0,0,2006.0999755859375
54,840,1980,0,0,0,2006.0999755859375
54,840,1985,0,0,0,2006.0999755859375
54,840,1990,0,0,0,2006.0999755859375
54,840,1995,0,0,0,2006.0999755859375
54,840,2000,0,0,0,2006.0999755859375
54,840,2005,0,0,0,2006.0999755859375
54,850,1980,0,0,0,2006.0999755859375
54,850,1985,0,0,0,2006.0999755859375
54,850,1990,0,0,0,2006.0999755859375
54,850,1995,0,0,0,2006.0999755859375
54,850,2000,0,0,0,2006.0999755859375
54,850,2005,0,0,0,2006.0999755859375
54,860,2005,0,0,0,2006.0999755859375
54,900,1980,0,0,0,2006.0999755859375
54,900,1985,0,0,0,2006.0999755859375
54,900,1990,0,0,0,2006.0999755859375
54,900,1995,0,0,0,2006.0999755859375
54,900,2000,0,0,0,2006.0999755859375
54,900,2005,0,0,0,2006.0999755859375
54,910,1980,0,0,0,2006.0999755859375
54,910,1985,0,0,0,2006.0999755859375
54,910,1990,0,0,0,2006.0999755859375
54,910,1995,0,0,0,2006.0999755859375
54,910,2000,0,0,0,2006.0999755859375
54,910,2005,0,0,0,2006.0999755859375
54,920,1980,0,0,0,2006.0999755859375
54,920,1985,0,0,0,2006.0999755859375
54,920,1990,0,0,0,2006.0999755859375
54,920,1995,0,0,0,2006.0999755859375
54,920,2000,0,0,0,2006.0999755859375
54,920,2005,0,0,0,2006.0999755859375
54,935,1985,0,0,0,2006.0999755859375
54,935,1990,0,0,0,2006.0999755859375
54,935,1995,0,0,0,2006.0999755859375
54,935,2000,0,0,0,2006.0999755859375
54,935,2005,0,0,0,2006.0999755859375
54,940,1980,0,0,0,2006.0999755859375
54,940,1985,0,0,0,2006.0999755859375
54,940,1990,0,0,0,2006.0999755859375
54,940,1995,0,0,0,2006.0999755859375
54,940,2000,0,0,0,2006.0999755859375
54,940,2005,0,0,0,2006.0999755859375
54,946,2000,0,0,0,2006.0999755859375
54,946,2005,0,0,0,2006.0999755859375
54,947,2000,0,0,0,2006.0999755859375
54,947,2005,0,0,0,2006.0999755859375
54,950,1980,0,0,0,2006.0999755859375
54,950,1985,0,0,0,2006.0999755859375
54,950,1990,0,0,0,2006.0999755859375
54,950,1995,0,0,0,2006.0999755859375
54,950,2000,0,0,0,2006.0999755859375
54,950,2005,0,0,0,2006.0999755859375
54,955,2000,0,0,0,2006.0999755859375
54,955,2005,0,0,0,2006.0999755859375
54,970,2000,0,0,0,2006.0999755859375
54,970,2005,0,0,0,2006.0999755859375
54,983,1995,0,0,0,2006.0999755859375
54,983,2000,0,0,0,2006.0999755859375
54,983,2005,0,0,0,2006.0999755859375
54,986,1995,0,0,0,2006.0999755859375
54,986,2000,0,0,0,2006.0999755859375
54,986,2005,0,0,0,2006.0999755859375
54,987,1995,0,0,0,2006.0999755859375
54,987,2000,0,0,0,2006.0999755859375
54,987,2005,0,0,0,2006.0999755859375
54,990,1980,0,0,0,2006.0999755859375
54,990,1985,0,0,0,2006.0999755859375
54,990,1990,0,0,0,2006.0999755859375
54,990,1995,0,0,0,2006.0999755859375
54,990,2000,0,0,0,2006.0999755859375
54,990,2005,0,0,0,2006.0999755859375
55,2,1975,0,3,1,2006.0999755859375
55,2,1980,3,3,1,2006.0999755859375
55,2,1985,1,3,1,2006.0999755859375
55,2,1990,3,3,1,2006.0999755859375
55,2,1995,0,3,1,2006.0999755859375
55,2,2000,3,3,1,2006.0999755859375
55,2,2005,3,3,1,2006.0999755859375
55,20,1975,0,3,1,2006.0999755859375
55,20,1980,3,3,1,2006.0999755859375
55,20,1985,0,0,0,2006.0999755859375
55,20,1990,0,3,1,2006.0999755859375
55,20,1995,0,3,1,2006.0999755859375
55,20,2000,0,3,1,2006.0999755859375
55,20,2005,0,3,1,2006.0999755859375
55,31,1975,0,0,0,2006.0999755859375
55,31,1980,0,0,0,2006.0999755859375
55,31,1985,0,0,0,2006.0999755859375
55,31,1990,0,0,0,2006.0999755859375
55,31,1995,0,0,0,2006.0999755859375
55,31,2000,0,0,0,2006.0999755859375
55,31,2005,0,0,0,2006.0999755859375
55,40,1975,0,0,0,2006.0999755859375
55,40,1980,3,3,1,2006.0999755859375
55,40,1985,0,0,0,2006.0999755859375
55,40,1990,0,0,0,2006.0999755859375
55,40,1995,0,0,0,2006.0999755859375
55,40,2000,0,0,0,2006.0999755859375
55,40,2005,3,0,1,2006.0999755859375
55,41,1975,0,0,0,2006.0999755859375
55,41,1980,0,0,0,2006.0999755859375
55,41,1985,0,0,0,2006.0999755859375
55,41,1990,0,0,0,2006.0999755859375
55,41,1995,0,0,0,2006.0999755859375
55,41,2000,0,0,0,2006.0999755859375
55,41,2005,0,0,0,2006.0999755859375
55,42,1975,0,0,0,2006.0999755859375
55,42,1980,0,0,0,2006.0999755859375
55,42,1985,0,0,0,2006.0999755859375
55,42,1990,0,0,0,2006.0999755859375
55,42,1995,0,0,0,2006.0999755859375
55,42,2000,0,0,0,2006.0999755859375
55,42,2005,0,0,0,2006.0999755859375
55,51,1975,0,0,0,2006.0999755859375
55,51,1980,3,0,1,2006.0999755859375
55,51,1985,0,0,0,2006.0999755859375
55,51,1990,0,0,0,2006.0999755859375
55,51,1995,0,0,0,2006.0999755859375
55,51,2000,0,0,0,2006.0999755859375
55,51,2005,0,0,0,2006.0999755859375
55,52,1975,0,0,0,2006.0999755859375
55,52,1980,0,0,0,2006.0999755859375
55,52,1985,0,0,0,2006.0999755859375
55,52,1990,0,0,0,2006.0999755859375
55,52,1995,0,0,0,2006.0999755859375
55,52,2000,0,0,0,2006.0999755859375
55,52,2005,0,0,0,2006.0999755859375
55,53,1975,0,0,0,2006.0999755859375
55,53,1980,0,0,0,2006.0999755859375
55,53,1985,0,0,0,2006.0999755859375
55,53,1990,0,0,0,2006.0999755859375
55,53,1995,0,0,0,2006.0999755859375
55,53,2000,0,0,0,2006.0999755859375
55,53,2005,0,0,0,2006.0999755859375
55,54,1980,0,0,0,2006.0999755859375
55,54,1985,0,0,0,2006.0999755859375
55,54,1990,0,0,0,2006.0999755859375
55,54,1995,0,0,0,2006.0999755859375
55,54,2000,0,0,0,2006.0999755859375
55,54,2005,0,0,0,2006.0999755859375
55,56,1980,0,0,0,2006.0999755859375
55,56,1985,0,0,0,2006.0999755859375
55,56,1990,0,0,0,2006.0999755859375
55,56,1995,0,0,0,2006.0999755859375
55,56,2000,0,0,0,2006.0999755859375
55,56,2005,0,0,0,2006.0999755859375
55,57,1980,0,0,0,2006.0999755859375
55,57,1985,0,0,0,2006.0999755859375
55,57,1990,0,0,0,2006.0999755859375
55,57,1995,0,0,0,2006.0999755859375
55,57,2000,0,0,0,2006.0999755859375
55,57,2005,0,0,0,2006.0999755859375
55,58,1985,0,0,0,2006.0999755859375
55,58,1990,0,0,0,2006.0999755859375
55,58,1995,0,0,0,2006.0999755859375
55,58,2000,0,0,0,2006.0999755859375
55,58,2005,0,0,0,2006.0999755859375
55,60,1985,0,0,0,2006.0999755859375
55,60,1990,0,0,0,2006.0999755859375
55,60,1995,0,0,0,2006.0999755859375
55,60,2000,0,0,0,2006.0999755859375
55,60,2005,0,0,0,2006.0999755859375
55,70,1975,0,0,0,2006.0999755859375
55,70,1980,0,0,0,2006.0999755859375
55,70,1985,0,0,0,2006.0999755859375
55,70,1990,0,0,0,2006.0999755859375
55,70,1995,0,0,0,2006.0999755859375
55,70,2000,0,0,0,2006.0999755859375
55,70,2005,0,0,0,2006.0999755859375
55,80,1985,0,0,0,2006.0999755859375
55,80,1990,0,0,0,2006.0999755859375
55,80,1995,0,0,0,2006.0999755859375
55,80,2000,0,0,0,2006.0999755859375
55,80,2005,0,0,0,2006.0999755859375
55,90,1975,0,0,0,2006.0999755859375
55,90,1980,0,0,0,2006.0999755859375
55,90,1985,0,0,0,2006.0999755859375
55,90,1990,0,0,0,2006.0999755859375
55,90,1995,0,0,0,2006.0999755859375
55,90,2000,0,0,0,2006.0999755859375
55,90,2005,0,0,0,2006.0999755859375
55,91,1975,0,0,0,2006.0999755859375
55,91,1980,0,0,0,2006.0999755859375
55,91,1985,0,0,0,2006.0999755859375
55,91,1990,0,0,0,2006.0999755859375
55,91,1995,0,0,0,2006.0999755859375
55,91,2000,0,0,0,2006.0999755859375
55,91,2005,0,0,0,2006.0999755859375
55,92,1975,0,0,0,2006.0999755859375
55,92,1980,0,0,0,2006.0999755859375
55,92,1985,0,0,0,2006.0999755859375
55,92,1990,0,0,0,2006.0999755859375
55,92,1995,0,0,0,2006.0999755859375
55,92,2000,0,0,0,2006.0999755859375
55,92,2005,0,0,0,2006.0999755859375
55,93,1975,0,0,0,2006.0999755859375
55,93,1980,0,0,0,2006.0999755859375
55,93,1985,0,0,0,2006.0999755859375
55,93,1990,0,0,0,2006.0999755859375
55,93,1995,0,0,0,2006.0999755859375
55,93,2000,0,0,0,2006.0999755859375
55,93,2005,0,0,0,2006.0999755859375
55,94,1975,0,0,0,2006.0999755859375
55,94,1980,0,0,0,2006.0999755859375
55,94,1985,0,0,0,2006.0999755859375
55,94,1990,0,0,0,2006.0999755859375
55,94,1995,0,0,0,2006.0999755859375
55,94,2000,0,0,0,2006.0999755859375
55,94,2005,0,0,0,2006.0999755859375
55,95,1975,0,0,0,2006.0999755859375
55,95,1980,0,0,0,2006.0999755859375
55,95,1985,0,0,0,2006.0999755859375
55,95,1990,0,0,0,2006.0999755859375
55,95,1995,0,0,0,2006.0999755859375
55,95,2000,0,0,0,2006.0999755859375
55,95,2005,0,0,0,2006.0999755859375
55,100,1975,0,0,0,2006.0999755859375
55,100,1980,0,0,0,2006.0999755859375
55,100,1985,0,0,0,2006.0999755859375
55,100,1990,0,0,0,2006.0999755859375
55,100,1995,0,0,0,2006.0999755859375
55,100,2000,0,0,0,2006.0999755859375
55,100,2005,0,0,0,2006.0999755859375
55,101,1975,0,0,0,2006.0999755859375
55,101,1980,3,0,1,2006.0999755859375
55,101,1985,3,1,1,2006.0999755859375
55,101,1990,3,1,1,2006.0999755859375
55,101,1995,3,3,1,2006.0999755859375
55,101,2000,3,3,1,2006.0999755859375
55,101,2005,3,3,1,2006.0999755859375
55,110,1975,0,0,0,2006.0999755859375
55,110,1980,3,3,1,2006.0999755859375
55,110,1985,0,0,0,2006.0999755859375
55,110,1990,0,0,0,2006.0999755859375
55,110,1995,0,0,0,2006.0999755859375
55,110,2000,0,0,0,2006.0999755859375
55,110,2005,0,0,0,2006.0999755859375
55,115,1975,0,0,0,2006.0999755859375
55,115,1980,0,0,0,2006.0999755859375
55,115,1985,0,0,0,2006.0999755859375
55,115,1990,0,0,0,2006.0999755859375
55,115,1995,0,0,0,2006.0999755859375
55,115,2000,0,0,0,2006.0999755859375
55,115,2005,0,0,0,2006.0999755859375
55,130,1975,0,0,0,2006.0999755859375
55,130,1980,0,0,0,2006.0999755859375
55,130,1985,0,0,0,2006.0999755859375
55,130,1990,0,0,0,2006.0999755859375
55,130,1995,0,0,0,2006.0999755859375
55,130,2000,0,0,0,2006.0999755859375
55,130,2005,0,0,0,2006.0999755859375
55,135,1975,0,0,0,2006.0999755859375
55,135,1980,0,0,0,2006.0999755859375
55,135,1985,0,0,0,2006.0999755859375
55,135,1990,0,0,0,2006.0999755859375
55,135,1995,0,0,0,2006.0999755859375
55,135,2000,0,0,0,2006.0999755859375
55,135,2005,0,0,0,2006.0999755859375
55,140,1975,0,0,0,2006.0999755859375
55,140,1980,3,0,1,2006.0999755859375
55,140,1985,0,0,0,2006.0999755859375
55,140,1990,0,0,0,2006.0999755859375
55,140,1995,0,0,0,2006.0999755859375
55,140,2000,0,0,0,2006.0999755859375
55,140,2005,0,0,0,2006.0999755859375
55,145,1975,0,0,0,2006.0999755859375
55,145,1980,0,0,0,2006.0999755859375
55,145,1985,0,0,0,2006.0999755859375
55,145,1990,0,0,0,2006.0999755859375
55,145,1995,0,0,0,2006.0999755859375
55,145,2000,0,0,0,2006.0999755859375
55,145,2005,0,0,0,2006.0999755859375
55,150,1975,0,0,0,2006.0999755859375
55,150,1980,0,0,0,2006.0999755859375
55,150,1985,0,0,0,2006.0999755859375
55,150,1990,0,0,0,2006.0999755859375
55,150,1995,0,0,0,2006.0999755859375
55,150,2000,0,0,0,2006.0999755859375
55,150,2005,0,0,0,2006.0999755859375
55,155,1975,0,0,0,2006.0999755859375
55,155,1980,0,0,0,2006.0999755859375
55,155,1985,0,0,0,2006.0999755859375
55,155,1990,0,0,0,2006.0999755859375
55,155,1995,0,0,0,2006.0999755859375
55,155,2000,0,0,0,2006.0999755859375
55,155,2005,0,0,0,2006.0999755859375
55,160,1975,0,0,0,2006.0999755859375
55,160,1980,3,0,1,2006.0999755859375
55,160,1985,0,0,0,2006.0999755859375
55,160,1990,0,0,0,2006.0999755859375
55,160,1995,0,0,0,2006.0999755859375
55,160,2000,0,0,0,2006.0999755859375
55,160,2005,0,0,0,2006.0999755859375
55,165,1975,0,0,0,2006.0999755859375
55,165,1980,0,0,0,2006.0999755859375
55,165,1985,0,0,0,2006.0999755859375
55,165,1990,0,0,0,2006.0999755859375
55,165,1995,0,0,0,2006.0999755859375
55,165,2000,0,0,0,2006.0999755859375
55,165,2005,0,0,0,2006.0999755859375
55,200,1975,0,3,1,2006.0999755859375
55,200,1980,3,3,1,2006.0999755859375
55,200,1985,0,3,1,2006.0999755859375
55,200,1990,3,3,1,2006.0999755859375
55,200,1995,3,3,1,2006.0999755859375
55,200,2000,3,3,1,2006.0999755859375
55,200,2005,3,3,1,2006.0999755859375
55,205,1975,0,0,0,2006.0999755859375
55,205,1980,0,0,0,2006.0999755859375
55,205,1985,0,0,0,2006.0999755859375
55,205,1990,0,0,0,2006.0999755859375
55,205,1995,0,0,0,2006.0999755859375
55,205,2000,0,0,0,2006.0999755859375
55,205,2005,0,0,0,2006.0999755859375
55,210,1975,0,0,0,2006.0999755859375
55,210,1980,3,0,1,2006.0999755859375
55,210,1985,0,0,0,2006.0999755859375
55,210,1990,0,0,0,2006.0999755859375
55,210,1995,0,0,0,2006.0999755859375
55,210,2000,0,0,0,2006.0999755859375
55,210,2005,0,0,0,2006.0999755859375
55,211,1975,0,0,0,2006.0999755859375
55,211,1980,0,0,0,2006.0999755859375
55,211,1985,0,3,1,2006.0999755859375
55,211,1990,0,1,1,2006.0999755859375
55,211,1995,0,1,1,2006.0999755859375
55,211,2000,0,1,1,2006.0999755859375
55,211,2005,3,3,1,2006.0999755859375
55,212,1975,0,0,0,2006.0999755859375
55,212,1980,0,0,0,2006.0999755859375
55,212,1985,0,0,0,2006.0999755859375
55,212,1990,0,0,0,2006.0999755859375
55,212,1995,0,0,0,2006.0999755859375
55,212,2000,0,0,0,2006.0999755859375
55,212,2005,0,0,0,2006.0999755859375
55,220,1975,0,0,0,2006.0999755859375
55,220,1980,3,0,1,2006.0999755859375
55,220,1985,0,0,0,2006.0999755859375
55,220,1990,0,0,0,2006.0999755859375
55,220,1995,0,0,0,2006.0999755859375
55,220,2000,0,0,0,2006.0999755859375
55,220,2005,0,0,0,2006.0999755859375
55,221,1995,0,0,0,2006.0999755859375
55,221,2000,0,0,0,2006.0999755859375
55,221,2005,0,0,0,2006.0999755859375
55,223,1990,0,0,0,2006.0999755859375
55,223,1995,0,0,0,2006.0999755859375
55,223,2000,0,0,0,2006.0999755859375
55,223,2005,0,0,0,2006.0999755859375
55,225,1975,0,0,0,2006.0999755859375
55,225,1980,0,0,0,2006.0999755859375
55,225,1985,0,0,0,2006.0999755859375
55,225,1990,0,0,0,2006.0999755859375
55,225,1995,0,0,0,2006.0999755859375
55,225,2000,0,0,0,2006.0999755859375
55,225,2005,0,0,0,2006.0999755859375
55,230,1975,0,0,0,2006.0999755859375
55,230,1980,0,3,1,2006.0999755859375
55,230,1985,0,0,0,2006.0999755859375
55,230,1990,0,0,0,2006.0999755859375
55,230,1995,0,0,0,2006.0999755859375
55,230,2000,0,0,0,2006.0999755859375
55,230,2005,0,0,0,2006.0999755859375
55,232,1995,0,0,0,2006.0999755859375
55,232,2000,0,0,0,2006.0999755859375
55,232,2005,0,0,0,2006.0999755859375
55,235,1975,0,0,0,2006.0999755859375
55,235,1980,3,3,1,2006.0999755859375
55,235,1985,0,0,0,2006.0999755859375
55,235,1990,0,0,0,2006.0999755859375
55,235,1995,0,0,0,2006.0999755859375
55,235,2000,0,0,0,2006.0999755859375
55,235,2005,0,0,0,2006.0999755859375
55,255,1990,0,0,0,2006.0999755859375
55,255,1995,0,0,0,2006.0999755859375
55,255,2000,0,0,0,2006.0999755859375
55,255,2005,0,0,0,2006.0999755859375
55,260,1975,0,0,0,2006.0999755859375
55,260,1980,3,0,1,2006.0999755859375
55,260,1985,0,0,0,2006.0999755859375
55,260,1990,0,0,0,2006.0999755859375
55,265,1975,0,0,0,2006.0999755859375
55,265,1980,0,0,0,2006.0999755859375
55,265,1985,0,0,0,2006.0999755859375
55,265,1990,0,0,0,2006.0999755859375
55,290,1975,0,0,0,2006.0999755859375
55,290,1980,0,0,0,2006.0999755859375
55,290,1985,0,0,0,2006.0999755859375
55,290,1990,0,0,0,2006.0999755859375
55,290,1995,0,0,0,2006.0999755859375
55,290,2000,0,0,0,2006.0999755859375
55,290,2005,0,0,0,2006.0999755859375
55,305,1975,0,0,0,2006.0999755859375
55,305,1980,0,0,0,2006.0999755859375
55,305,1985,0,0,0,2006.0999755859375
55,305,1990,0,0,0,2006.0999755859375
55,305,1995,0,0,0,2006.0999755859375
55,305,2000,0,0,0,2006.0999755859375
55,305,2005,0,0,0,2006.0999755859375
55,310,1975,0,0,0,2006.0999755859375
55,310,1980,0,0,0,2006.0999755859375
55,310,1985,0,0,0,2006.0999755859375
55,310,1990,0,0,0,2006.0999755859375
55,310,1995,0,0,0,2006.0999755859375
55,310,2000,0,0,0,2006.0999755859375
55,310,2005,0,0,0,2006.0999755859375
55,315,1975,0,0,0,2006.0999755859375
55,315,1980,0,0,0,2006.0999755859375
55,315,1985,0,0,0,2006.0999755859375
55,315,1990,0,0,0,2006.0999755859375
55,316,1995,0,0,0,2006.0999755859375
55,316,2000,0,0,0,2006.0999755859375
55,316,2005,0,0,0,2006.0999755859375
55,317,1995,0,0,0,2006.0999755859375
55,317,2000,0,0,0,2006.0999755859375
55,317,2005,0,0,0,2006.0999755859375
55,325,1975,0,0,0,2006.0999755859375
55,325,1980,3,0,1,2006.0999755859375
55,325,1985,0,0,0,2006.0999755859375
55,325,1990,0,0,0,2006.0999755859375
55,325,1995,0,0,0,2006.0999755859375
55,325,2000,0,0,0,2006.0999755859375
55,325,2005,0,0,0,2006.0999755859375
55,331,1995,0,0,0,2006.0999755859375
55,331,2000,0,0,0,2006.0999755859375
55,331,2005,0,0,0,2006.0999755859375
55,338,1975,0,0,0,2006.0999755859375
55,338,1980,0,0,0,2006.0999755859375
55,338,1985,0,0,0,2006.0999755859375
55,338,1990,0,0,0,2006.0999755859375
55,338,1995,0,0,0,2006.0999755859375
55,338,2000,0,0,0,2006.0999755859375
55,338,2005,0,0,0,2006.0999755859375
55,339,1975,0,0,0,2006.0999755859375
55,339,1980,0,0,0,2006.0999755859375
55,339,1985,0,0,0,2006.0999755859375
55,339,1990,0,0,0,2006.0999755859375
55,339,1995,0,0,0,2006.0999755859375
55,339,2000,0,0,0,2006.0999755859375
55,339,2005,0,0,0,2006.0999755859375
55,343,1995,0,0,0,2006.0999755859375
55,343,2000,0,0,0,2006.0999755859375
55,343,2005,0,0,0,2006.0999755859375
55,344,1995,0,0,0,2006.0999755859375
55,344,2000,0,0,0,2006.0999755859375
55,344,2005,0,0,0,2006.0999755859375
55,345,1975,0,0,0,2006.0999755859375
55,345,1980,3,0,1,2006.0999755859375
55,345,1985,0,0,0,2006.0999755859375
55,345,1990,0,0,0,2006.0999755859375
55,345,1995,0,0,0,2006.0999755859375
55,345,2000,0,0,0,2006.0999755859375
55,345,2005,0,0,0,2006.0999755859375
55,346,1995,0,0,0,2006.0999755859375
55,346,2000,0,0,0,2006.0999755859375
55,346,2005,0,0,0,2006.0999755859375
55,349,1995,0,0,0,2006.0999755859375
55,349,2000,0,0,0,2006.0999755859375
55,349,2005,0,0,0,2006.0999755859375
55,350,1975,0,0,0,2006.0999755859375
55,350,1980,0,0,0,2006.0999755859375
55,350,1985,0,0,0,2006.0999755859375
55,350,1990,0,0,0,2006.0999755859375
55,350,1995,0,0,0,2006.0999755859375
55,350,2000,0,0,0,2006.0999755859375
55,350,2005,0,0,0,2006.0999755859375
55,352,1975,0,0,0,2006.0999755859375
55,352,1980,0,0,0,2006.0999755859375
55,352,1985,0,0,0,2006.0999755859375
55,352,1990,0,0,0,2006.0999755859375
55,352,1995,0,0,0,2006.0999755859375
55,352,2000,0,0,0,2006.0999755859375
